,type,id,tags,geometry
1031,node,6436760336,"{'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (7.4447606 46.9465379)
1032,node,6436760337,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (7.4447637 46.9466675)
1033,node,6436760373,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (7.4445894 46.9467855)
1034,node,6437176489,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.442483 46.9462704)
1035,node,6437176490,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4424773 46.9462724)
1036,node,6437176499,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.443478 46.9464391)
1037,node,6437176531,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4431388 46.9464185)
1038,node,6437986596,"{'camera:direction': '360', 'camera:mount': 'roof', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (7.4385154 46.9494371)
1039,node,6457318728,"{'camera:direction': '340', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'entrance'}",POINT (7.4472306 46.9572334)
1040,node,6472254647,"{'camera:angle': '180', 'camera:direction': '360', 'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.5300786 47.3835765)
1041,node,6477300278,"{'camera:direction': '100', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'entrance'}",POINT (7.3182389 47.0978274)
1042,node,6477304381,"{'camera:direction': '310', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'entrance'}",POINT (7.3184043 47.0977851)
1043,node,6477304382,"{'camera:direction': '220', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (7.3182115 47.0978179)
1044,node,6477304383,"{'camera:direction': '10', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (7.3181225 47.0976616)
1045,node,6481195162,"{'camera:mount': 'wall', 'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.2583325 47.1428129)
1046,node,6482617889,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance:type': 'camera', 'surveillance:zone': 'entrance'}",POINT (8.5084493 47.392504)
1047,node,6497071346,"{'camera:direction': '230', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5148168 47.3898564)
1048,node,6497406806,"{'camera:direction': '45', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5146724 47.3900873)
1049,node,6497409804,"{'camera:direction': '230', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5150896 47.3902333)
1050,node,6497948409,"{'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5145409 47.3887071)
1051,node,6497948410,"{'camera:direction': '190', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5155181 47.3886027)
1052,node,6497948412,"{'camera:direction': '260', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.515166 47.3881812)
1053,node,6497948414,"{'camera:direction': '150', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.514639 47.3883687)
1054,node,6497948416,"{'camera:direction': '100', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5147021 47.3888805)
1055,node,6497948417,"{'camera:direction': '330', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5155077 47.3886201)
1056,node,6497948419,"{'camera:direction': '170', 'camera:mount': 'roof', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5142401 47.388381)
1057,node,6497948420,"{'camera:direction': '120', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5142414 47.3883821)
1058,node,6497948421,"{'camera:direction': '350', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5144002 47.3884879)
1059,node,6497948423,"{'camera:direction': '50', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5152425 47.3882048)
1060,node,6497948424,"{'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5144559 47.3885832)
1061,node,6497948426,"{'camera:direction': '230', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5146763 47.388879)
1062,node,6498486485,"{'camera:direction': '35', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5165411 47.3863242)
1063,node,6502038318,"{'camera:direction': '150', 'camera:mount': 'wall', 'camera:type': 'fixed', 'indoor': 'yes', 'man_made': 'surveillance', 'note': 'Main pool is being filmed.', 'surveillance': 'indoor', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (7.5564786 47.2159883)
1064,node,6512132010,"{'camera:direction': '360', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (7.1338746 47.1168903)
1065,node,6516662651,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'ele': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",POINT (6.1214567 46.2294536)
1066,node,6535150043,"{'man_made': 'surveillance', 'mapillary': '801631670788961', 'source': 'Mapillary Street Objects', 'survey:date': '2019-03-31'}",POINT (6.6481601999999995 46.7769338)
1067,node,6550001829,"{'camera:direction': '180', 'contact:webcam': 'http://www.hostetbach.ch/webcam/hostetbach.jpg', 'man_made': 'surveillance', 'surveillance': 'webcam', 'surveillance:type': 'camera'}",POINT (8.2831719 46.6639936)
1068,node,6551210156,"{'camera:mount': 'pole', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.748022 47.1304635)
1069,node,6557314367,"{'camera:direction': '360', 'camera:mount': 'roof', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.5286426 47.381648)
1070,node,6596913171,"{'camera:mount': 'pole', 'camera:type': 'panning', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'parking'}",POINT (8.7228119 47.1564294)
1071,node,6635002692,"{'camera:direction': '4', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (8.9283291 45.9855457)
1072,node,6638718312,"{'camera:direction': '70', 'camera:mount': 'ceiling', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera', 'surveillance:zone': 'entrance'}",POINT (9.5261761 46.8607228)
1073,node,6638718313,"{'camera:direction': '70', 'camera:mount': 'ceiling', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera', 'surveillance:zone': 'entrance'}",POINT (9.5262453 46.860586)
1074,node,6638718314,"{'camera:direction': '70', 'camera:mount': 'ceiling', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera', 'surveillance:zone': 'entrance'}",POINT (9.526313 46.8604523)
1075,node,6643348697,"{'camera:direction': '40', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (7.3281916 47.1686738)
1076,node,6654650964,"{'camera:direction': '270', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'parking'}",POINT (7.3961194 47.1987102)
1077,node,6665337906,"{'camera:type': 'panning', 'contact:webcam': 'https://latourdepeilz.roundshot.com/', 'man_made': 'surveillance', 'name': 'La Tour-de-Peilz', 'operator': 'Roundshot', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (6.8550383 46.451636)
1078,node,6665337907,"{'camera:type': 'panning', 'contact:webcam': 'https://msap.roundshot.com/', 'man_made': 'surveillance', 'name': ""Musée suisse de l'appareil photographique"", 'operator': 'Roundshot', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (6.8430193 46.459353)
1079,node,6665337908,"{'camera:type': 'panning', 'contact:webcam': 'https://montpelerin.roundshot.com/', 'man_made': 'surveillance', 'name': 'Mont Pèlerin', 'operator': 'Roundshot', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (6.8191027 46.4969853)
1080,node,6665337909,"{'camera:type': 'panning', 'contact:webcam': 'https://chexbres.roundshot.com/', 'man_made': 'surveillance', 'name': 'Chexbres', 'operator': 'Roundshot', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (6.7804836 46.4816598)
1081,node,6665337910,"{'camera:type': 'panning', 'contact:webcam': 'https://scopedevelopment.roundshot.com/epalinges/', 'man_made': 'surveillance', 'name': 'Epalinges', 'operator': 'Roundshot', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (6.6603722 46.5424301)
1082,node,6665337912,"{'camera:type': 'panning', 'contact:webcam': 'https://cffimmobilier.roundshot.com/quaiouest/', 'man_made': 'surveillance', 'name': 'Quai Ouest', 'operator': 'Roundshot', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (6.5789933 46.5365921)
1083,node,6665337913,"{'camera:type': 'panning', 'contact:webcam': 'https://epfl.roundshot.com/', 'man_made': 'surveillance', 'name': 'EPFL', 'operator': 'Roundshot', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (6.5618339 46.5183736)
1084,node,6665337914,"{'camera:type': 'panning', 'contact:webcam': 'https://coppet.roundshot.com/', 'man_made': 'surveillance', 'name': 'Coppet', 'operator': 'Roundshot', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (6.1935267 46.3164321)
1085,node,6665337915,"{'camera:type': 'panning', 'contact:webcam': 'https://nyon-tourisme.roundshot.com/', 'man_made': 'surveillance', 'name': 'Nyon', 'operator': 'Roundshot', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (6.2414765 46.3806021)
1086,node,6673223357,"{'camera:direction': '30', 'camera:mount': 'street_lamp', 'camera:type': 'fixed', 'ele': '5', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",POINT (6.1254663 46.2303485)
1087,node,6673223358,"{'camera:direction': '180', 'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'parking'}",POINT (6.1259815 46.2318336)
1088,node,6673223359,"{'camera:mount': 'street_lamp', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (6.1262952 46.2306435)
1089,node,6676336113,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (9.0325667 47.5959047)
1090,node,6688455698,"{'camera:direction': '-8', 'camera:mount': 'traffic_signals', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera'}",POINT (6.1232274 46.244214)
1091,node,6690070767,"{'direction': '320', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:zone': 'traffic'}",POINT (7.6092175 47.5641234)
1092,node,6709317910,"{'man_made': 'surveillance', 'operator': 'Härdi Holding AG', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.0453278 47.3541822)
1093,node,6757241255,"{'camera:mount': 'building', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'entrance'}",POINT (6.1216876 46.2267243)
1094,node,6757241256,"{'camera:mount': 'building', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'parking'}",POINT (6.1216531 46.2267451)
1095,node,6763683715,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.6031613 46.3206614)
1096,node,6778584203,"{'amenity': 'recycling', 'man_made': 'surveillance', 'recycling:plastic_bottles': 'yes', 'recycling_type': 'container', 'surveillance:type': 'camera'}",POINT (9.3916881 47.4354045)
1097,node,6782911376,"{'camera:direction': '250', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",POINT (7.4477676 46.9573049)
1098,node,6782911377,"{'camera:direction': '270', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",POINT (7.4477643 46.9573144)
1099,node,6783726188,"{'camera:direction': '350', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'entrance'}",POINT (7.4471844 46.9574331)
1100,node,6790990083,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.706091 47.0454416)
1101,node,6792581786,{'man_made': 'surveillance'},POINT (7.2672958 47.1225307)
1102,node,6814387678,"{'man_made': 'surveillance', 'surveillance': 'camera'}",POINT (7.7253786 46.6451388)
1103,node,6817827525,"{'camera:direction': '270', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (7.241342 47.1314187)
1104,node,6817827526,"{'camera:direction': '360', 'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (7.2415335 47.13154)
1105,node,6835218866,"{'camera:mount': 'wall', 'camera:type': 'dome', 'height': '2.5', 'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.8968852 47.1776762)
1106,node,6851052043,"{'camera:mount': 'ceiling', 'camera:type': 'fixed', 'level': '0', 'man_made': 'surveillance', 'operator': 'Schäfli', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.7316732 47.499014)
1107,node,6851052045,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'level': '0', 'man_made': 'surveillance', 'operator': 'Schäfli', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.7313211 47.4990316)
1108,node,6856217748,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2857498 47.4335184)
1109,node,6859093303,"{'camera:type': 'panning', 'man_made': 'surveillance', 'surveillance': 'guard', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",POINT (8.2856282 47.4339626)
1110,node,6859093304,"{'camera:type': 'panning', 'man_made': 'surveillance', 'surveillance': 'guard', 'surveillance:type': 'camera'}",POINT (8.2855999 47.4340322)
1111,node,6859093305,"{'man_made': 'surveillance', 'surveillance': 'guard', 'surveillance:type': 'camera'}",POINT (8.2854229 47.4341289)
1112,node,6859093306,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2854852 47.4340694)
1113,node,6859093307,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2855074 47.4340138)
1114,node,6859093308,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2855594 47.4338857)
1115,node,6859093309,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2855796 47.4338276)
1116,node,6859093310,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2856017 47.433764)
1117,node,6859093311,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2856863 47.4338351)
1118,node,6859093312,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2857111 47.4337649)
1119,node,6859093313,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2856616 47.4335998)
1120,node,6859093314,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2856819 47.4335415)
1121,node,6859093315,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.285706 47.4334718)
1122,node,6859093316,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2858254 47.4336059)
1123,node,6859093317,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2857593 47.4333216)
1124,node,6859093318,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.285779 47.4332648)
1125,node,6859093319,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2858029 47.4331959)
1126,node,6859093320,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2859276 47.433201)
1127,node,6859093321,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2859004 47.4332655)
1128,node,6859093322,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2858848 47.4333179)
1129,node,6859093323,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.285826 47.4334775)
1130,node,6859093324,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2860163 47.4330986)
1131,node,6859093325,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2860345 47.4330461)
1132,node,6859093326,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2860534 47.4329918)
1133,node,6859093327,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.2859908 47.4329083)
1134,node,6859093328,"{'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.2851969 47.4342937)
1135,node,6859093329,"{'man_made': 'surveillance', 'surveillance': 'guard', 'surveillance:type': 'camera'}",POINT (8.2855038 47.4342735)
1136,node,6860762220,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7243986 47.5009673)
1137,node,6864188183,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'highway': 'street_lamp', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (8.8940531 47.5561175)
1138,node,6916143368,"{'camera:mount': 'pole', 'camera:type': 'dome', 'highway': 'street_lamp', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.8224294 47.2241658)
1139,node,6917882567,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (6.1423065 46.2109379)
1140,node,6928121637,"{'direction': '228', 'man_made': 'surveillance', 'surveillance': 'camera', 'surveillance:type': 'ALPR', 'surveillance:zone': 'traffic'}",POINT (6.1076032 46.1623425)
1141,node,6934688790,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (6.1409805 46.2098109)
1142,node,6939052707,"{'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (6.1429902 46.2107011)
1143,node,6939052708,"{'camera:count': '2', 'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (6.1430179 46.2104724)
1144,node,6944280774,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.8951603 47.5572682)
1145,node,6944341594,"{'camera:angle': '15', 'camera:direction': '270', 'camera:mount': 'wall', 'camera:type': 'fixed', 'height': '3.5', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7278086 47.503297)
1146,node,6944341595,"{'camera:angle': '15', 'camera:direction': '315', 'camera:mount': 'wall', 'camera:type': 'fixed', 'height': '3.5', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.727629199999999 47.5031)
1147,node,6944341596,"{'camera:angle': '15', 'camera:direction': '30', 'camera:mount': 'wall', 'camera:type': 'fixed', 'height': '3.5', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7274447 47.5030213)
1148,node,6944934855,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.727639 47.502832)
1149,node,6944934856,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7275142 47.5028824)
1150,node,6944934857,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7276763 47.5028297)
1151,node,6944950690,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'level': '0', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.7274009 47.5030015)
1152,node,6944950691,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7273118 47.5028923)
1153,node,6944950692,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7273237 47.5028947)
1154,node,6944950693,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7280226 47.50321)
1155,node,6945151778,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7319852 47.4994081)
1156,node,6945151779,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.731911 47.4991534)
1157,node,6945151780,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7323784 47.4989858)
1158,node,6945151781,"{'camera:mount': 'roof', 'camera:type': 'fixed', 'level': '1', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7320561 47.4991885)
1159,node,6945725947,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7268848 47.503082)
1160,node,6945725950,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7269465 47.5031493)
1161,node,6948968059,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '0', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.7240367 47.5002161)
1162,node,6949389694,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7246067 47.4999601)
1163,node,6949389696,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.7233288 47.4997967)
1164,node,6949726556,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7240907 47.4992013)
1165,node,6952170782,"{'camera:mount': 'ceiling', 'camera:type': 'fixed', 'level': '0', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7229783 47.4999789)
1166,node,6952242033,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'level': '0', 'man_made': 'surveillance', 'operator': 'Nemrut', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.8941105 47.5563258)
1167,node,6952242034,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'level': '0', 'man_made': 'surveillance', 'operator': 'Nemrut', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.8941935 47.5563739)
1168,node,6952664388,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.8763854 47.5570006)
1169,node,6953984504,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'operator': ""Cakibi's"", 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.8897377 47.5575746)
1170,node,6966373417,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '1', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.7413777 47.4954729)
1171,node,6987079976,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '0', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.7416083 47.4953078)
1172,node,6987079977,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '0', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.7413593 47.4951857)
